dataset,split,crps,rmse,nll
kin8nm,0,0.03531574085354805,0.0641678544220719,-1.3692429065704346
kin8nm,1,0.03678961098194122,0.06697949700783287,-1.331579327583313
kin8nm,2,0.0350167453289032,0.06321793099281582,-1.3702762126922607
kin8nm,3,0.03478100523352623,0.06298249979617951,-1.3748924732208252
kin8nm,4,0.03494909033179283,0.06365845003361943,-1.383701205253601
kin8nm,5,0.036219578236341476,0.06592242261180388,-1.3539937734603882
kin8nm,6,0.03557311370968819,0.06619334803074602,-1.3696101903915405
kin8nm,7,0.034070827066898346,0.06155192949161283,-1.4134929180145264
kin8nm,8,0.0345749631524086,0.06343458695135963,-1.4056638479232788
kin8nm,9,0.03455214202404022,0.06313287786743081,-1.3941059112548828
kin8nm,10,0.03488767892122269,0.06307164301887001,-1.388168454170227
kin8nm,11,0.03486587479710579,0.06400332494546822,-1.38517165184021
kin8nm,12,0.03666045889258385,0.06701484358241463,-1.3329819440841675
kin8nm,13,0.03293740749359131,0.06024947304700485,-1.439925193786621
kin8nm,14,0.035347022116184235,0.06476988046215049,-1.3766956329345703
kin8nm,15,0.03447522595524788,0.062333212275013525,-1.3923375606536865
kin8nm,16,0.0345517136156559,0.0629951414172422,-1.3924813270568848
kin8nm,17,0.034707631915807724,0.06283527094368775,-1.3809597492218018
kin8nm,18,0.035969898104667664,0.06563186368357468,-1.353147268295288
kin8nm,19,0.03404707461595535,0.06259979535999076,-1.4134763479232788
bostonHousing,0,1.2403719425201416,2.333869758888151,2.214221477508545
bostonHousing,1,1.4730616807937622,2.730411905507404,2.4209060668945312
bostonHousing,2,1.267871618270874,2.3885645744821193,2.1799583435058594
bostonHousing,3,1.397438406944275,2.503498871464948,2.356323719024658
bostonHousing,4,1.5443205833435059,3.478545782610709,2.3053290843963623
bostonHousing,5,1.16141939163208,2.164066135665098,2.122727394104004
bostonHousing,6,1.070845603942871,1.966319688264113,2.033879041671753
bostonHousing,7,1.3424253463745117,2.8219695150403625,2.2871696949005127
bostonHousing,8,1.907926321029663,3.301974289755309,2.715545177459717
bostonHousing,9,1.935608983039856,4.825210432296439,2.446518659591675
bostonHousing,10,1.7932685613632202,3.3731780609260595,2.6110284328460693
bostonHousing,11,1.0897408723831177,2.250394680587009,1.9739463329315186
bostonHousing,12,1.1830846071243286,2.1301798799164313,2.1877946853637695
bostonHousing,13,1.7412266731262207,3.9316996888804314,2.4039225578308105
bostonHousing,14,1.222610592842102,2.291175361911869,2.110201835632324
bostonHousing,15,1.1552321910858154,2.111688320266673,2.144479513168335
bostonHousing,16,1.7652528285980225,3.2844180843819406,2.7112679481506348
bostonHousing,17,1.4848666191101074,3.081494031918608,2.4116251468658447
bostonHousing,18,1.31001615524292,2.567529348411826,2.223176956176758
bostonHousing,19,1.9401450157165527,4.630781529422673,2.5308573246002197
wine-quality-red,0,0.3371748626232147,0.6264323035074784,0.7743820548057556
wine-quality-red,1,0.33895790576934814,0.6130123885444628,0.7274622321128845
wine-quality-red,2,0.3796713352203369,0.7143954763206244,0.8702762722969055
wine-quality-red,3,0.33688631653785706,0.6377072062996999,0.750853955745697
wine-quality-red,4,0.30320653319358826,0.5708778401123124,0.6247543692588806
wine-quality-red,5,0.3561438024044037,0.6644365042839667,0.86204594373703
wine-quality-red,6,0.348804771900177,0.6505844468918796,0.7568592429161072
wine-quality-red,7,0.3872142732143402,0.7035575807590392,1.0981160402297974
wine-quality-red,8,0.3064093589782715,0.5709760542005625,0.6555125117301941
wine-quality-red,9,0.3514552116394043,0.645789796120586,0.9591949582099915
wine-quality-red,10,0.3537280857563019,0.65540761469293,0.8458728194236755
wine-quality-red,11,0.3693102300167084,0.6529055934138231,0.920444905757904
wine-quality-red,12,0.37255963683128357,0.6885079451097703,0.914053738117218
wine-quality-red,13,0.33539286255836487,0.6217974628820035,0.7888006567955017
wine-quality-red,14,0.33081504702568054,0.6171161272331748,0.7558936476707458
wine-quality-red,15,0.3013997972011566,0.5593868840409681,0.6640812158584595
wine-quality-red,16,0.3182149827480316,0.605277024954264,0.6136674880981445
wine-quality-red,17,0.32712307572364807,0.6056221060196553,0.7348446846008301
wine-quality-red,18,0.3400038778781891,0.6206404993478679,0.817279040813446
wine-quality-red,19,0.36786577105522156,0.6692285314072667,0.9241052865982056
power-plant,0,1.8624992370605469,3.728423159908003,2.5664279460906982
power-plant,1,1.7841517925262451,3.3594666934252224,2.5335683822631836
power-plant,2,1.8068227767944336,3.6086500356297893,2.5284881591796875
power-plant,3,1.9022413492202759,3.8688593785811536,2.5805306434631348
power-plant,4,1.9754289388656616,3.8279141114982353,2.621638536453247
power-plant,5,1.844448208808899,3.590666800073885,2.5618534088134766
power-plant,6,1.9157466888427734,3.6120260171893195,2.6085703372955322
power-plant,7,1.8698296546936035,3.4577496660386973,2.584832191467285
power-plant,8,1.9395058155059814,3.904371130171816,2.6073851585388184
power-plant,9,1.8639740943908691,3.5021890878831194,2.575685501098633
power-plant,10,1.886638879776001,3.586220059035504,2.569488525390625
power-plant,11,1.9257296323776245,3.8120041821868145,2.6064600944519043
power-plant,12,1.7526566982269287,3.298658277386313,2.5223302841186523
power-plant,13,1.9337750673294067,3.740114278832344,2.6025288105010986
power-plant,14,1.8474360704421997,3.5003311817974,2.5742077827453613
power-plant,15,1.8583791255950928,3.4444313219975817,2.5751752853393555
power-plant,16,1.8304176330566406,3.5185021050574146,2.5522170066833496
power-plant,17,1.8065595626831055,3.4354107142840826,2.554173469543457
power-plant,18,1.8593463897705078,3.712451890832802,2.558995246887207
power-plant,19,1.9374926090240479,3.9698419945932524,2.5931529998779297
concrete,0,2.62945556640625,4.987053321970965,3.351066827774048
concrete,1,2.8809762001037598,5.810384057592795,3.036550521850586
concrete,2,2.158862590789795,4.341156329268331,2.863952159881592
concrete,3,2.815065860748291,5.392349276993994,3.1672024726867676
concrete,4,3.026555299758911,6.007695349455166,3.264413833618164
concrete,5,2.0769922733306885,4.221742825870966,2.7787418365478516
concrete,6,2.8838086128234863,5.986476598892858,3.0893993377685547
concrete,7,2.441455125808716,5.189064065852011,3.0848963260650635
concrete,8,2.4130442142486572,4.622283962848142,2.877283811569214
concrete,9,2.5148439407348633,4.7513789133007265,3.084822416305542
concrete,10,1.6484822034835815,3.273584622010835,2.4752306938171387
concrete,11,2.256542682647705,4.557299851183127,2.8742635250091553
concrete,12,1.9203333854675293,4.130748788782764,2.5668790340423584
concrete,13,2.243367910385132,4.333135135715262,2.849285364151001
concrete,14,2.7291064262390137,5.5155577398851365,3.162477970123291
concrete,15,1.9687293767929077,3.9929734742209995,2.5980336666107178
concrete,16,2.5257599353790283,4.986131890601045,3.0564181804656982
concrete,17,2.207841634750366,4.981576929408326,2.8223159313201904
concrete,18,2.5802369117736816,5.789985943449413,2.924347162246704
concrete,19,2.7472081184387207,5.898102160893942,3.044559955596924
yacht,0,0.14746327698230743,0.440289764846146,-0.4298859238624573
yacht,1,0.28490927815437317,0.8798229607856299,-0.050683312118053436
yacht,2,0.13482822477817535,0.30561786826614307,-0.19492299854755402
yacht,3,0.32451093196868896,1.0162894203076025,0.09060186892747879
yacht,4,0.310997873544693,1.0465365190034748,-0.16311362385749817
yacht,5,0.206125870347023,0.79498826857974,-0.14744660258293152
yacht,6,0.09507763385772705,0.19652379173348486,-0.5366032123565674
yacht,7,0.18831157684326172,0.5299813324861674,-0.13105672597885132
yacht,8,0.16546489298343658,0.49450629353640646,-0.28514423966407776
yacht,9,0.1539488583803177,0.355120226018627,-0.12815065681934357
yacht,10,0.21772919595241547,0.38049970418665413,0.19760122895240784
yacht,11,0.3677705228328705,1.452253593121229,0.01567903533577919
yacht,12,0.3919781744480133,1.247675737528568,0.023329857736825943
yacht,13,0.2732652425765991,0.7613824737863406,0.09945670515298843
yacht,14,0.2143949568271637,0.7136060913034443,-0.35854923725128174
yacht,15,0.24091407656669617,0.8933547499803418,-0.31505441665649414
yacht,16,0.12483906745910645,0.43981352544710806,-0.6074933409690857
yacht,17,0.29383984208106995,0.9816010157118985,-0.16285793483257294
yacht,18,0.4990454316139221,1.477670001917634,0.04975718632340431
yacht,19,0.38721364736557007,1.1204127991707584,-0.07948283106088638
naval-propulsion-plant,0,0.00017878093058243394,0.0002495749184809364,-6.447974681854248
naval-propulsion-plant,1,0.00015902101586107165,0.00017667283246345004,-6.49180793762207
naval-propulsion-plant,2,0.00020980842236895114,0.00031852001639599945,-6.323084831237793
naval-propulsion-plant,3,0.000166834652191028,0.00020805557723650565,-6.503763198852539
naval-propulsion-plant,4,0.0001679481938481331,0.00022539317323449029,-6.510692119598389
naval-propulsion-plant,5,0.00015590825933031738,0.00016519039375485897,-6.566123962402344
naval-propulsion-plant,6,0.00014768741675652564,0.0002207767789584931,-6.6837477684021
naval-propulsion-plant,7,0.00018831260967999697,0.00020723012674092972,-6.345245838165283
naval-propulsion-plant,8,0.00017670533270575106,0.00023603344505292975,-6.47043514251709
naval-propulsion-plant,9,0.00015470353537239134,0.00018488044541271719,-6.542989253997803
naval-propulsion-plant,10,0.00014311828999780118,0.00018587568707098914,-6.6542582511901855
naval-propulsion-plant,11,0.00017019249207805842,0.00020461582653560998,-6.460018157958984
naval-propulsion-plant,12,0.0001406270603183657,0.0001754151024896389,-6.642389297485352
naval-propulsion-plant,13,0.00014448004367295653,0.0001430017540017964,-6.575224876403809
naval-propulsion-plant,14,0.0001721617009025067,0.0002841985715484454,-6.54258394241333
naval-propulsion-plant,15,0.0001674521336099133,0.00018325478812675919,-6.476014614105225
naval-propulsion-plant,16,0.0002150629588868469,0.0002575146783286063,-6.256487846374512
naval-propulsion-plant,17,0.00015544454799965024,0.00017592206650030343,-6.565328121185303
naval-propulsion-plant,18,0.00018341540999244899,0.00024838470570470684,-6.417784690856934
naval-propulsion-plant,19,0.00013933444279246032,0.000154064794007089,-6.648982524871826
energy,0,0.18066942691802979,0.35682394741482804,0.23501096665859222
energy,1,0.21381816267967224,0.46704797096477363,0.4949091076850891
energy,2,0.16311651468276978,0.31717652879729735,0.10900673270225525
energy,3,0.20957112312316895,0.41774217757041515,0.3893470764160156
energy,4,0.2322685420513153,0.4574954780761624,0.5417219996452332
energy,5,0.18395867943763733,0.3763401799788498,0.21817252039909363
energy,6,0.1909637153148651,0.3644546099895222,0.24024443328380585
energy,7,0.18953806161880493,0.3830916885281926,0.21573378145694733
