dataset,split,rmse,nll
bostonHousing,19,3.4776553532992422,2.362357926623732
wine-quality-red,0,0.6179269728013306,0.8946210645645674
wine-quality-red,1,0.6029999748762335,0.8712270982465434
wine-quality-red,2,0.6220847761060548,0.9113651712946136
wine-quality-red,3,0.6201895558601704,0.9216832087890159
wine-quality-red,4,0.6468930708156141,0.8932039659156745
wine-quality-red,5,0.6785269392084542,1.0064554498647789
wine-quality-red,6,0.6378339832452055,0.9410757255570831
wine-quality-red,7,0.6073028176308669,0.8754359098706429
wine-quality-red,8,0.6740473348837491,0.9568006569614794
wine-quality-red,9,0.6473821944455282,0.941194797765228
wine-quality-red,10,0.6380899631688199,0.9440453353751673
wine-quality-red,11,0.6516533558375345,0.9396538017408397
wine-quality-red,12,0.6430824635945145,0.9490998772847296
wine-quality-red,13,0.6283741651894119,0.8524306255383335
wine-quality-red,14,0.6112420553045987,0.8728822698658438
wine-quality-red,15,0.6073038616348035,0.8382154681066161
wine-quality-red,16,0.622960720764922,0.9316969128175585
wine-quality-red,17,0.6214598962456321,0.8905581895379464
wine-quality-red,18,0.6292290029208868,0.9232637699414578
wine-quality-red,19,0.6322444884923151,0.9325975212697676
power-plant,0,3.6469147524548955,2.6433332998209567
power-plant,1,3.6560686492551064,2.6389369157156968
power-plant,2,3.738465786320771,2.692970466153598
power-plant,3,3.6971945621183404,2.698951405133594
power-plant,4,3.9862613173097268,2.809389527218561
power-plant,5,3.938585493785985,2.7690549885530054
power-plant,6,3.8141274840940746,2.7404626593151318
power-plant,7,3.5931454273121917,2.624840303556983
power-plant,8,3.5242660872373324,2.610785348548318
power-plant,9,3.565043766708149,2.671071238611691
power-plant,10,3.624512224955407,2.639024503069372
power-plant,11,3.668044269531017,2.6524468536887835
power-plant,12,3.594398862497661,2.652862752899254
power-plant,13,3.808366551505666,2.6967680431332615
power-plant,14,3.803748388511324,2.6862887382656
power-plant,15,3.7656876725887987,2.703253760857135
power-plant,16,3.793099476945351,2.7056030520239993
power-plant,17,3.770930041981342,2.700035206173659
power-plant,18,3.612283079161453,2.6739834168533565
power-plant,19,3.9547296971212886,2.7910380063623705
concrete,0,5.90873620009398,3.1720170050548377
concrete,1,5.774290966552564,3.0385027675576293
concrete,2,4.4699855665287185,2.8120480611082566
concrete,3,6.25339209627751,3.3478694943682177
concrete,4,4.509179960764249,2.823453337154584
concrete,5,6.16691816870013,3.15641891586376
concrete,6,5.078508956881199,2.9352741123980914
concrete,7,4.484873821921646,2.7637309759432953
concrete,8,4.259383435051159,2.7982239073859243
concrete,9,4.586041647053271,2.805298369121889
concrete,10,5.246664693665906,3.0328515915938286
concrete,11,5.3773313781365,3.119265034722941
concrete,12,4.120614775026254,2.7876359169276257
concrete,13,6.391088232850815,3.168992109765338
concrete,14,6.086051551725388,3.051517134568875
concrete,15,4.433593285672173,2.9033610252769515
concrete,16,6.603917701430737,3.253201651208484
concrete,17,4.542183220330148,2.793344070024823
concrete,18,5.306490959425365,3.107659086624665
concrete,19,4.151346697992488,2.600751953591867
yacht,0,0.8664880979673801,-0.30746999635405764
yacht,1,0.46076015014156724,-0.2513862307506467
yacht,2,1.5981425283280537,0.23278670013485445
yacht,3,0.4457847813362831,-0.02366064258226722
yacht,4,0.8297923329596637,-0.08068074411438883
yacht,5,1.0061599909725534,-0.11131466710066763
yacht,6,0.5297740439032591,-0.15894363356983826
yacht,7,1.4164294522413547,0.20135341201714094
yacht,8,1.011943969427193,0.06066355378238929
yacht,9,0.692051791505748,0.04545558744589358
yacht,10,1.4832337358332246,0.03520236728877699
yacht,11,0.614859073615276,-0.037982495885774945
yacht,12,0.6855075468457832,-0.25919547830355816
yacht,13,0.977350474117707,0.05432551991924601
yacht,14,0.7593080384993723,-0.08988293822568393
yacht,15,1.0631613342092991,0.30678847157301614
yacht,16,0.8918825015252979,-0.3304049760390976
yacht,17,0.708145976377419,0.05138898854613837
yacht,18,0.8011323361859956,0.0014253978863715741
yacht,19,1.5207165835800998,0.3139719793516097
naval-propulsion-plant,0,0.00035360583397861246,-6.495152929239039
naval-propulsion-plant,1,0.00020694642783557763,-6.6042741817067165
naval-propulsion-plant,2,0.0003318115320885484,-6.437295186522139
naval-propulsion-plant,3,0.000169823614739087,-6.666497457023143
naval-propulsion-plant,4,0.00018581280091119722,-6.593125976818713
naval-propulsion-plant,5,0.0002486588392830275,-6.566195371895487
naval-propulsion-plant,6,0.0002529182424860674,-6.4801453300292176
naval-propulsion-plant,7,0.00045137887978970756,-6.318285492281651
naval-propulsion-plant,8,0.00034123047115137723,-6.398691965116642
naval-propulsion-plant,9,0.00027196381924829655,-6.492831766947161
naval-propulsion-plant,10,0.0005326539246778524,-6.330174743211549
naval-propulsion-plant,11,0.0002025145540874489,-6.566572362867689
naval-propulsion-plant,12,0.0003940113268277994,-6.434955100595773
naval-propulsion-plant,13,0.00029383003417134406,-6.476257473447821
naval-propulsion-plant,14,0.0002524926643113715,-6.518061264327196
naval-propulsion-plant,15,0.000253921965878959,-6.580769311599997
naval-propulsion-plant,16,0.00028394627728325114,-6.457786436019587
naval-propulsion-plant,17,0.00024080930349073924,-6.5122675354962185
naval-propulsion-plant,18,0.0003694480872692755,-6.4710250498550534
naval-propulsion-plant,19,0.0003114358213565928,-6.424924367490012
energy,0,1.0822160536735448,1.2347005061528504
energy,1,0.40586490363092337,0.29488770080653104
energy,2,0.3464399954199397,0.15940348604778362
energy,3,0.3819342811961051,0.2833236129127834
energy,4,1.6944888948400385,0.6871991709734689
energy,5,2.2746039504451114,1.215141433607325
energy,6,0.8124139878729878,0.4369500847319165
energy,7,0.8083612888384608,0.47869192107153713
energy,8,0.5482516138669026,0.39294687748234136
energy,9,0.3819373079139383,0.24225182999087716
energy,10,0.6638095472650969,0.5797947974325411
