Using device cuda:6
192 715.6829216480255 0.5014213366167886
193 710.1529543399811 0.49244673763002667
194 708.4927365779877 0.5066873686654227
195 708.8406467437744 0.4887352543217795
196 705.9226438999176 0.4878785567624228
197 706.4419758319855 0.5095578134059906
198 700.9975686073303 0.4868198505469731
199 702.8355531692505 0.4848733970097133
200 697.8042194843292 0.4826505993093763
201 695.5154759883881 0.4891166644436972
202 695.1233747005463 0.48590349299567087
203 695.4964137077332 0.48570541398865835
204 690.9173221588135 0.49152576497622896
205 690.1036381721497 0.5149304909365517
206 689.7088391780853 0.4793788918427059
207 684.1688482761383 0.4724933121885572
208 686.0190842151642 0.4925250368458884
209 683.5926415920258 0.4839197439806802
210 681.6339621543884 0.47923498494284494
211 679.6604540348053 0.48494987402643475
212 679.9346776008606 0.4749527871608734
213 673.8265173435211 0.47245548026902334
214 674.5619480609894 0.4651793496949332
215 675.8426783084869 0.4929423672812326
216 671.3178181648254 0.4628011073384966
217 671.8187158107758 0.48571709224155973
218 669.5797779560089 0.4668180176189968
219 667.2777228355408 0.461862040417535
220 667.1531291007996 0.4638493997710092
221 663.3850293159485 0.46922676052365986
222 661.4641020298004 0.4512901646750314
223 664.1327919960022 0.4740925431251526
224 660.8686726093292 0.48335624592644827
225 660.5126073360443 0.4624788207667215
226 658.1106009483337 0.4562117712838309
227 655.9406461715698 0.47654448662485394
228 654.4498693943024 0.4661451705864498
229 653.3625409603119 0.459191803421293
230 651.300390958786 0.4595133832522801
231 650.799635887146 0.4653932069029127
232 648.6911714076996 0.4653023098196302
233 647.4368598461151 0.4542130359581539
234 646.9873745441437 0.4648144841194153
235 644.8822000026703 0.4840972253254482
236 641.9961304664612 0.4534850333418165
237 643.5890696048737 0.45656871795654297
238 640.1374294757843 0.4450063237122127
239 638.6685497760773 0.4535086154937744
240 637.6371009349823 0.44812080689838957
241 637.681360244751 0.4540904292038509
242 632.8472626209259 0.4523374651159559
243 634.3957717418671 0.4499448665550777
244 633.3958804607391 0.4454898493630545
245 630.9905018806458 0.44200608134269714
246 628.3780221939087 0.45504795227731976
247 629.1293506622314 0.4390554598399571
248 627.7506899833679 0.452445741210665
249 627.3842766284943 0.4376792737415859
250 623.8014409542084 0.43372447575841633
251 625.133186340332 0.4527089425495693
252 624.4040369987488 0.4384663871356419
253 621.021817445755 0.4476925219808306
254 619.2564611434937 0.4357056064265115
255 619.1144349575043 0.44980043172836304
256 618.7850697040558 0.4400181642600468
257 616.480446100235 0.43017466579164776
258 615.616265296936 0.44857063463756014
259 614.5379185676575 0.4301961660385132
260 611.2434561252594 0.43484186274664743
261 614.5161869525909 0.42730688623019625
262 610.1942901611328 0.4389323719910213
263 609.0733487606049 0.4374878023351942
264 608.4308023452759 0.4257174943174635
265 607.5098633766174 0.4338220145021166
266 606.1538834571838 0.4213912572179522
267 605.5455198287964 0.4400038208280291
268 603.1332557201385 0.4243490440504892
269 603.1878521442413 0.4202475590365274
270 603.2029361724854 0.43825351340430124
271 601.3274357318878 0.4183866211346218
272 598.9854176044464 0.4203305925641741
273 597.8536076545715 0.420191581760134
274 597.6520698070526 0.43434832777295795
275 597.2431769371033 0.4209312881742205
276 594.4231519699097 0.4185876888888223
277 593.5054082870483 0.4310810480798994
278 593.5983459949493 0.41443375178745817
279 592.1269080638885 0.43357111300740925
280 591.0124354362488 0.4279568110193525
281 590.8155536651611 0.4239741265773773
282 588.9266483783722 0.42454464520726887
283 587.7780754566193 0.42072998200144085
284 587.0681273937225 0.43556711077690125
285 586.7862894535065 0.4213877575738089
286 586.4136214256287 0.4047507473400661
287 581.6057043075562 0.4059878758021763
288 581.9894456863403 0.4103246671812875
289 581.9697387218475 0.41711167778287617
290 581.1355357170105 0.41175152574266705
291 580.3850333690643 0.42325654200145174
292 579.5445013046265 0.412337737424033
293 578.5087428092957 0.4051601844174521
294 576.6752009391785 0.4083595318453653
295 576.7763676643372 0.4115577254976545
296 575.3129479885101 0.4098552678312574
297 575.350640296936 0.4117153116634914
298 573.7351987361908 0.39979072979518343
299 572.1743288040161 0.4020879183496748
300 569.9655327796936 0.4061000091688974
301 572.0728445053101 0.4095440549509866
302 567.7922501564026 0.40272619468825205
303 568.963299036026 0.39459655966077534
304 567.5822134017944 0.40599829810006277
305 567.7992095947266 0.4061790917600904
306 566.4341609477997 0.40946059993335177
307 567.1491720676422 0.4072872868606022
308 564.93892121315 0.3992647571223123
309 563.4876413345337 0.40022107533046175
310 562.084109544754 0.40162497758865356
311 560.4478106498718 0.3928596717970712
312 559.1020832061768 0.40078142285346985
313 559.3539068698883 0.3986405645098005
314 561.1288757324219 0.40597234453473774
315 559.810581445694 0.4011872921671186
316 558.1961786746979 0.41539669036865234
317 556.3519312143326 0.38975490416799274
318 553.6905303001404 0.38765483243124826
319 553.826162815094 0.3851649761199951
320 552.8714799880981 0.39680800693375723
321 553.8824989795685 0.3864133059978485
322 551.8943024873734 0.3998251599924905
323 551.898472070694 0.39120201979364666
324 548.2221345901489 0.39578326259340557
325 551.1417859792709 0.3950836403029306
326 549.6838662624359 0.4001595846244267
327 548.2782256603241 0.3947836586407253
328 548.411169052124 0.3948331815855844
329 546.3624786138535 0.3958154192992619
330 545.4795796871185 0.3953173117978232
331 544.0141676664352 0.3881745082991464
332 544.077682852745 0.3911821331296648
333 544.864161491394 0.39347577520779203
334 541.1973869800568 0.4049458844321115
335 541.0363416671753 0.39659317476408823
336 542.3633985519409 0.3898730916636331
337 541.5200709104538 0.3873720509665353
338 540.7435464859009 0.3858920804091862
339 539.1690596342087 0.4007368172918047
340 537.2453283071518 0.3795710418905531
341 535.8533293008804 0.3880018336432321
342 536.9918720722198 0.38958812185696196
343 534.9746731519699 0.3784998825618199
344 535.9070649147034 0.38004801528794424
345 533.951632976532 0.3778500897543771
346 531.3937827348709 0.38312606300626484
347 532.7268884181976 0.385191091469356
348 532.7903877496719 0.3941195947783334
349 530.6615073680878 0.38968540515218464
350 529.8804221153259 0.38308546798569815
351 529.8587734699249 0.3848508426121303
352 530.3075375556946 0.38858950563839506
353 529.0349895954132 0.3904400510447366
354 528.9299757480621 0.37864793624196735
355 526.4941865205765 0.37222303237233845
356 526.0730261802673 0.37720188924244474
357 525.340619802475 0.37183159589767456
358 525.1532044410706 0.3855034496103014
359 523.6959837675095 0.3784650479044233
360 524.9780077934265 0.3858120228563036
361 522.4960068464279 0.380535968712398
362 522.1324220895767 0.379693797656468
363 522.886312007904 0.3776157668658665
364 518.7371875047684 0.3813381961413792
365 520.5575896501541 0.37056638513292584
366 517.0836570262909 0.3772493004798889
367 519.4163587093353 0.36614263483456205
368 519.3424468040466 0.3800461675439562
369 516.4485445022583 0.3755303536142622
370 516.6725730895996 0.3805198626858847
371 516.9017461538315 0.36299542444092886
372 515.679220199585 0.37561377457209993
373 515.4271544218063 0.3763539365359715
374 512.7551319599152 0.3618734564099993
375 514.1931346654892 0.363064101764134
376 512.5013289451599 0.36530475105558124
377 512.0331380367279 0.3687132980142321
378 512.2621936798096 0.36234433736119953
379 511.2157098054886 0.36535655174936565
380 510.6513913869858 0.3631743107523237
381 508.46559488773346 0.3683798313140869
382 508.94571912288666 0.3764746572290148
383 507.1282094717026 0.366367552961622
384 507.27769207954407 0.36611203636441914
385 507.5420939922333 0.36572639857019695
386 507.19949650764465 0.3654618688992092
387 506.0303418636322 0.3630626584802355
388 504.1964886188507 0.3600991368293762
389 504.1005766391754 0.3625964564936502
390 504.4648599624634 0.3720185160636902
391 504.24514961242676 0.37290828568594797
392 501.0925748348236 0.35621510658945355
393 502.81765854358673 0.3714526210512434
394 502.10303485393524 0.3627930155822209
395 501.18263804912567 0.3547361067363194
396 500.740495800972 0.36337410126413616
397 498.56552505493164 0.3584640451839992
398 500.0100619792938 0.3591515123844147
399 497.235911488533 0.359454482793808
400 497.1667561531067 0.35496931842395235
401 496.90152502059937 0.35378290925707134
402 497.76701378822327 0.35357238565172466
403 495.3919516801834 0.34737452438899447
404 495.01447772979736 0.3615679655756269
405 494.82405829429626 0.34989847029958454
406 494.8344291448593 0.36086390699659077
407 495.0776170492172 0.34997929845537457
408 493.79826748371124 0.35733125465256826
409 492.6058019399643 0.358094470841544
410 493.0949431657791 0.36150460158075604
411 493.5042293071747 0.35833065850394114
412 490.97728276252747 0.35897614700453623
413 490.6058021783829 0.34949481061526705
414 491.14895355701447 0.36331512672560556
415 487.98011302948 0.35640074951308115
416 489.7524287700653 0.364543867962701
417 487.54310417175293 0.35313718233789715
418 486.69236505031586 0.35014996358326506
419 487.3635401725769 0.3650353593485696
420 487.0658311843872 0.35734478916440693
421 486.90309619903564 0.3547768550259726
422 486.34255504608154 0.34652682713099886
423 485.54707086086273 0.3496271329266684
424 483.6170836687088 0.34931030017989023
425 483.67132437229156 0.34954096164022175
426 483.3777184486389 0.3441996020930154
427 484.871951341629 0.3516118398734501
428 481.3653515577316 0.34560280612536837
429 480.5327578783035 0.3428794060434614
430 481.12550914287567 0.34512787205832346
431 480.36526453495026 0.34620849575315205
432 480.9155008792877 0.3520284720829555
433 480.436580657959 0.35292140926633564
434 480.2374920845032 0.34072781460625784
435 478.13021779060364 0.3454498563494001
436 478.51355850696564 0.35428005882671904
437 478.67730009555817 0.3478819898196629
438 478.78337264060974 0.34118581669671194
439 474.68128287792206 0.34861382842063904
440 477.6450618505478 0.34882611462048124
441 476.0505704879761 0.35068880234445843
442 475.6300526857376 0.34477325848170687
443 473.9179781675339 0.35257413557597567
444 475.9487133026123 0.3603695588452475
445 474.4359961748123 0.3383772926671164
446 472.14671635627747 0.35362014174461365
447 472.71264934539795 0.3363795961652483
448 473.46332943439484 0.34947755081313
449 469.66246712207794 0.3523755243846348
450 472.1156597137451 0.34584973965372356
451 469.5556198358536 0.34578088777405874
452 470.49932312965393 0.33950938071523395
453 470.1839990615845 0.3491560859339578
454 471.14273285865784 0.34160364525658743
455 468.1286985874176 0.3396668519292559
456 468.2404751777649 0.33650200281824383
457 468.80788934230804 0.3401461030755724
458 469.0746647119522 0.3539234186921801
459 469.2226115465164 0.34730637073516846
460 467.7990428209305 0.3360169231891632
461 467.0301636457443 0.3413583423410143
462 464.57155323028564 0.3436113383088793
463 465.0028876066208 0.34202063935143606
464 466.3141859769821 0.3348460112299238
465 463.80170345306396 0.3361770638397762
466 464.3499196767807 0.3390818578856332
467 463.26116037368774 0.34699940255710054
468 462.8468155860901 0.33343224440302166
469 462.8071891069412 0.3433093045439039
470 462.3625010251999 0.338996342250279
471 461.15081012248993 0.3463701903820038
472 460.9295907020569 0.3308700621128082
473 460.7437170743942 0.3327340398515974
474 458.90006041526794 0.3372168796403067
475 459.30187797546387 0.330763395343508
476 459.12822365760803 0.333262494632176
477 459.54659950733185 0.3376006441456931
478 461.61085879802704 0.3452438541821071
479 456.52553474903107 0.3343100036893572
480 458.2400897741318 0.33011502027511597
481 458.9621124267578 0.32792971815381733
482 456.641642332077 0.32976593715803965
483 456.32985603809357 0.33652474199022564
484 455.585000872612 0.3259089248520987
485 456.22571444511414 0.3319184865270342
486 454.8479959964752 0.3333946849618639
487 456.739222407341 0.3429071136883327
488 454.3878244161606 0.3303516720022474
489 454.33428502082825 0.33552198324884686
490 452.08466923236847 0.3298532451902117
491 451.91339910030365 0.32559322885104586
492 454.0765746831894 0.3328907532351358
493 452.91900539398193 0.3333517142704555
494 451.7090343236923 0.33464705092566355
495 450.27132856845856 0.33866523844855173
496 451.57225573062897 0.33858729686055866
497 450.1869555711746 0.3276777182306562
498 448.8386071920395 0.3322749265602657
499 449.6450506448746 0.3315396181174687
500 449.07012462615967 0.327957421541214
501 449.05098009109497 0.32766324281692505
502 448.9250227212906 0.3407335451671055
503 448.1019811630249 0.32926301445279804
504 447.28828752040863 0.3272300830909184
505 446.5134422779083 0.34597846014159067
506 447.19687592983246 0.3378264307975769
507 446.6708903312683 0.3251990761075701
508 447.50635039806366 0.3379907182284764
509 444.72186851501465 0.32118214879717144
510 446.689067363739 0.326753352369581
511 445.6276104450226 0.32425594329833984
512 443.14861583709717 0.32266254084450857
513 443.72490787506104 0.33276356969560894
514 444.10600650310516 0.32396585600716726
515 444.40354907512665 0.324065591607775
516 443.75476145744324 0.32755311897822786
517 442.16371619701385 0.32198485306331087
518 441.9987380504608 0.3278691683496748
519 443.32183718681335 0.3296747292791094
520 439.6570281982422 0.3262196481227875
521 440.2666083574295 0.32829094358852934
522 441.39645624160767 0.3365916311740875
523 440.1246906518936 0.3238165165696825
524 439.8087009191513 0.3186834880283901
525 440.33976995944977 0.3257109991141728
526 440.61818850040436 0.32238075137138367
527 440.43576288223267 0.3359524352209909
528 437.4323763847351 0.33219870924949646
529 437.74707543849945 0.3212526781218393
530 438.3998473882675 0.3320790869849069
531 437.87558019161224 0.31470594235828947
532 437.31832349300385 0.3279713818005153
533 435.48904848098755 0.3207959660461971
534 437.86136054992676 0.3255766545023237
535 435.2495127916336 0.3301860434668405
536 435.5742064714432 0.31330945662089754
537 433.8751369714737 0.31811622636658804
538 434.8769805431366 0.318871408700943
539 433.313019156456 0.314263573714665
540 433.49204647541046 0.3163106526647295
541 434.1204743385315 0.3194235861301422
542 431.7328677177429 0.3185222830091204
543 433.3158745765686 0.3188990695135934
544 433.51311135292053 0.32129389899117605
545 431.2715051174164 0.315559378692082
546 431.29114377498627 0.3134291001728603
547 431.35419619083405 0.32638617498534067
548 430.3131734132767 0.31729197076388765
549 431.170064330101 0.31800626856940134
550 431.5534530878067 0.3213154375553131
551 430.6512097120285 0.32333462153162273
552 429.1185784339905 0.32205669794763836
553 430.1402668952942 0.3183001492704664
554 428.83283483982086 0.32151737809181213
555 428.2670911550522 0.32149294870240347
556 428.83778262138367 0.32366170627730234
557 428.8915683031082 0.32080316969326567
ProbLoss (mm): 63.7$\pm$0.447
MeJEE (mm): 18.8$\pm$0.126
MaJEE (mm): 37.6$\pm$0.233
FF (80mm): 96.958
