Using device cuda:7
0 1522.180592060089 5.771170479910714
1 1135.8721175193787 3.7374684470040456
2 909.1301791667938 3.3323871748788014
3 812.1793158054352 3.036132676260812
4 743.2084021568298 2.8276400906699046
5 692.1828837394714 2.6940499373844693
6 652.4063079357147 2.5621001379830495
7 619.6796424388885 2.31553362097059
8 592.2020583152771 2.2384418419429233
9 569.3483325242996 2.2142800262996127
10 547.1705278158188 2.1171895265579224
11 529.0680960416794 2.0419332810810635
12 511.28151309490204 2.0827925205230713
13 495.56284260749817 1.9297786610467094
14 481.7852282524109 1.839773723057338
15 467.2921394109726 1.8616337265287126
16 456.62079882621765 1.7653625011444092
17 443.34791469573975 1.7499698059899467
18 434.35578763484955 1.771865963935852
19 423.23367488384247 1.6720595870699202
20 414.2369726896286 1.659317476408822
21 405.23596942424774 1.5790029423577445
22 396.34423327445984 1.6228908811296736
23 389.48632526397705 1.5080143213272095
24 381.3148840665817 1.5076277766908919
25 374.0089831352234 1.4942502634865897
26 368.8378976583481 1.4574578319277083
27 362.11936843395233 1.416478889329093
28 355.5117530822754 1.4089532579694475
29 350.1856840848923 1.4598994084766932
30 343.96759605407715 1.3784546511513847
31 338.78868567943573 1.353947741644723
32 334.1862248182297 1.3324297836848669
33 329.5638289451599 1.269432715007237
34 325.3101260662079 1.273293205669948
35 320.5134998559952 1.3071342195783342
36 316.11542880535126 1.2517356361661638
37 313.04953694343567 1.2710671935762679
38 309.6112502813339 1.197499224117824
39 305.1989929676056 1.1947062867028373
40 300.7757133245468 1.195510642869132
41 298.8282471895218 1.203418527330671
42 294.28645837306976 1.1962896926062447
43 292.3311948776245 1.181822078568595
44 287.65076661109924 1.2589349746704102
45 286.3778041601181 1.139825633593968
46 281.98737835884094 1.1425222584179469
47 280.3456760644913 1.0953806468418665
48 277.7688363790512 1.095897614955902
49 274.03409147262573 1.0858487401689803
50 272.99807357788086 1.0856017214911324
51 268.52916491031647 1.0662750942366463
52 267.8316052556038 1.0803798862865992
53 265.0531610250473 1.0631141577448164
54 262.0689854025841 1.1333222729819161
55 260.5825814008713 1.0425926617213659
56 258.62870889902115 1.0316818782261439
57 256.40767085552216 1.0376856156757899
58 254.522600710392 1.0395595942224776
59 252.18735390901566 1.0196061900683813
60 249.73407953977585 0.9812434485980442
61 248.60084414482117 1.0006465997014726
62 245.89200973510742 0.9942122101783752
63 244.89749026298523 0.9752406648227147
64 242.8016437292099 0.9596057789666312
65 240.7907516360283 0.9871662855148315
66 239.56629300117493 0.9514971034867423
67 237.25079709291458 0.964906598840441
68 236.78428846597672 0.9879060813358852
69 234.33940023183823 0.9328002163342067
70 233.62381809949875 0.9636236344064985
71 231.58844965696335 0.9536809154919216
72 228.86251360177994 0.938084534236363
73 228.7311556339264 0.9303737282752991
74 227.29738515615463 0.9320142013686044
75 224.6029537320137 0.8969262412616185
76 223.71079379320145 0.9234057579721723
77 222.9285830259323 0.8999679088592529
78 221.76894068717957 0.8951561195509774
79 219.91734790802002 0.8744810393878392
80 218.16680771112442 0.9060944233621869
81 217.0699616074562 0.8764048048428127
82 215.81496059894562 0.8837535296167646
83 214.66659438610077 0.8553558077130999
84 213.7531988620758 0.891528138092586
85 212.6496233344078 0.868678365434919
86 211.90350937843323 0.8812041963849749
87 209.3907786011696 0.8353674837521144
88 209.04838770627975 0.8544567482812064
89 208.3434903025627 0.8651116234915597
90 207.24634540081024 0.8621401957103184
91 205.2397359609604 0.8487018431935992
92 204.0002517104149 0.8550426534243992
93 203.63950568437576 0.845934271812439
94 203.00560504198074 0.8171045695032392
95 200.54925912618637 0.8349996209144592
96 200.44125187397003 0.8341809000287738
97 200.08646261692047 0.846440179007394
98 197.82156258821487 0.8162722076688494
99 197.9151829481125 0.8015368921416146
100 196.3863815665245 0.7849988681929452
101 195.41551572084427 0.7970849786485944
102 195.22031170129776 0.7931762593133109
103 192.96251076459885 0.808451771736145
104 192.81256419420242 0.7959499955177307
105 191.5183740258217 0.8030893717493329
106 191.4270737171173 0.7764702779906136
107 190.8915638923645 0.775116639477866
108 189.6121000647545 0.7961048654147557
109 188.1274607181549 0.7633995584079197
110 187.5902315378189 0.8041106973375592
111 186.9993087053299 0.7744998420987811
112 185.60173565149307 0.7536627054214478
113 185.39380198717117 0.7807009475571769
114 184.49244594573975 0.751744840826307
115 183.27820527553558 0.7632014410836356
116 182.9371304512024 0.7479648504938398
117 182.0466006398201 0.7441359077181134
118 180.67805856466293 0.7545465060642788
119 180.83930414915085 0.7278007013457162
120 179.56813371181488 0.7415226697921753
121 179.16748797893524 0.7583482606070382
122 178.18385100364685 0.7165626202310834
123 177.98239696025848 0.7411198786326817
124 177.37357008457184 0.7406833086694989
125 175.50698947906494 0.7323746000017438
126 175.80841958522797 0.7221730947494507
127 174.55379277467728 0.738223501614162
128 174.6828402876854 0.7274629388536725
129 173.79049617052078 0.7331400428499494
130 172.42222929000854 0.7078030960900443
131 171.7907119989395 0.7065129194940839
132 171.96407282352448 0.7184380633490426
133 171.03484672307968 0.7254976800509861
134 170.45284509658813 0.6976056354386466
135 169.61239033937454 0.7042579480579921
136 168.97164046764374 0.6931353041103908
137 168.49554365873337 0.6977347646440778
138 167.7587914466858 0.6988251379558018
139 166.77292078733444 0.6848694511822292
140 165.8190570473671 0.7227427107947213
141 166.6380945444107 0.7098038707460675
142 164.5769658088684 0.6731876305171421
143 164.4779570698738 0.6874920214925494
144 163.7085874080658 0.6999835201672145
145 163.8113043308258 0.6733695694378444
146 162.59690648317337 0.6769528218678066
147 163.08125966787338 0.6964282989501953
148 161.99756580591202 0.685389084475381
149 161.41240918636322 0.7067300166402545
150 160.22160285711288 0.7095102752958026
151 160.4860476255417 0.6980823619025094
152 159.83710956573486 0.6730084589549473
153 159.03019642829895 0.6700370396886554
154 159.04285722970963 0.6663225718906948
155 158.25134497880936 0.6811700974191938
156 158.34030431509018 0.652373024395534
157 156.63939839601517 0.6824927840914045
158 156.8418619632721 0.7098128710474286
159 156.2857233285904 0.6558389152799334
160 155.58826911449432 0.6521274617740086
161 155.7524352669716 0.6379383887563433
162 153.80244106054306 0.6432654687336513
163 155.0559163093567 0.6552228161266872
164 153.63858723640442 0.6344690493174961
165 153.2912399172783 0.6326693637030465
166 152.18054288625717 0.6580531852585929
167 152.63673305511475 0.6429729546819415
168 151.34892457723618 0.6351754750524249
169 151.3544121980667 0.6454812458583287
170 150.9846811890602 0.6350105660302299
171 150.7654891014099 0.6366279806409564
172 150.08148992061615 0.6290080121585301
173 149.17710280418396 0.6601329530988421
174 149.13423937559128 0.6444571443966457
