dataset,split,crps,rmse,nll
power-plant,5,1.8041545152664185,3.5773990344415783,2.580794095993042
power-plant,6,1.8993006944656372,3.6179500295162534,2.606602907180786
power-plant,7,1.8063544034957886,3.3776271626148717,2.5893685817718506
power-plant,8,1.9668514728546143,3.9623822167638085,2.632995367050171
power-plant,9,1.8392709493637085,3.5371925516949334,2.596269369125366
power-plant,10,1.79141366481781,3.45309185857965,2.57600998878479
power-plant,11,1.934034824371338,3.867681791524572,2.6217710971832275
power-plant,12,1.8541017770767212,3.5260246573206495,2.581347942352295
power-plant,13,1.8621711730957031,3.6469676551064416,2.6035799980163574
power-plant,14,1.829361081123352,3.5172481604504937,2.592632532119751
power-plant,15,1.843867540359497,3.4873800277583475,2.589257001876831
power-plant,16,1.8210670948028564,3.536100718751073,2.5782525539398193
power-plant,17,1.755784273147583,3.394467053612977,2.55129337310791
power-plant,18,1.892015814781189,3.7651522644379014,2.608147382736206
power-plant,19,1.9668909311294556,4.027598064988077,2.6180906295776367
concrete,0,2.718475103378296,5.149686207516791,2.944145679473877
concrete,1,2.5671825408935547,5.3185150202160445,2.797065258026123
concrete,2,2.1983518600463867,4.68261545636699,2.7525413036346436
concrete,3,2.6397688388824463,5.149553979614627,2.926029920578003
concrete,4,2.903045415878296,5.79102188290134,2.964848041534424
concrete,5,2.0799074172973633,4.465948974304215,2.5801382064819336
concrete,6,2.4979450702667236,5.401337083654358,2.8210713863372803
concrete,7,2.353428602218628,5.135556212019447,2.735201597213745
concrete,8,2.1874685287475586,4.566657902136047,2.6761012077331543
concrete,9,2.515718698501587,4.846476322898224,2.838698625564575
concrete,10,1.657742977142334,3.423285346086414,2.4435300827026367
concrete,11,2.1779725551605225,4.513106861677649,2.7071409225463867
concrete,12,1.996103286743164,4.267938789822539,2.556328296661377
concrete,13,2.089279890060425,4.130705153740542,2.6471035480499268
concrete,14,2.776376724243164,5.666217599166441,2.8709053993225098
concrete,15,1.8755310773849487,4.202214819622956,2.5252037048339844
concrete,16,2.3050198554992676,4.632089079137031,2.7717854976654053
concrete,17,2.1918137073516846,4.696056846482537,2.6989314556121826
concrete,18,2.45216703414917,5.530763249074179,2.7563397884368896
concrete,19,2.439331293106079,5.376459854950971,2.7116596698760986
yacht,0,0.21439604461193085,0.6115533822012965,0.9210923910140991
yacht,1,0.2130824476480484,0.6993203755268607,0.8809356689453125
yacht,2,0.26305845379829407,0.7816542914481209,0.829608142375946
yacht,3,0.2957148551940918,0.804960704460412,1.074916124343872
yacht,4,0.17652957141399384,0.42549279267250706,0.9433581233024597
yacht,5,0.3046164810657501,1.54469685416811,0.7842622399330139
yacht,6,0.11659758538007736,0.18797066345889837,0.6985902786254883
yacht,7,0.28942543268203735,0.915430496179652,0.913715124130249
yacht,8,0.22545433044433594,0.606665235070576,0.8697468638420105
yacht,9,0.18994346261024475,0.44671338566817903,0.7897242307662964
yacht,10,0.25709155201911926,0.47607551770155326,1.0784001350402832
yacht,11,0.440682977437973,1.5245735041087858,0.9016246795654297
yacht,12,0.46275314688682556,1.4615708064735746,1.2312030792236328
yacht,13,0.2387937754392624,0.7575691068241761,0.7343515753746033
yacht,14,0.28130093216896057,0.7473062778388382,0.914318859577179
yacht,15,0.40199747681617737,1.7050949043418375,1.074518084526062
yacht,16,0.2620346248149872,0.9850792863082485,0.9321686029434204
yacht,17,0.24196667969226837,0.7703376456406426,0.6933833956718445
yacht,18,0.46709489822387695,1.620398241237344,1.0158154964447021
yacht,19,0.5589267015457153,1.66967478926324,1.145640254020691
naval-propulsion-plant,0,0.00019188101578038186,0.00026872203953107844,-5.864134788513184
naval-propulsion-plant,1,0.00017947320884559304,0.00026570065933975847,-5.715474605560303
naval-propulsion-plant,2,0.00017649192886892706,0.0002744309569527952,-5.8467559814453125
naval-propulsion-plant,3,0.00021202531934250146,0.0002932952764802201,-5.764098167419434
naval-propulsion-plant,4,0.0002020219253608957,0.00028790547694915067,-5.763604164123535
naval-propulsion-plant,5,0.00020016563939861953,0.0003222652989134631,-5.754195213317871
naval-propulsion-plant,6,0.00020600792777258903,0.0003201302824914925,-5.7656683921813965
naval-propulsion-plant,7,0.0002350648574065417,0.0003817680987595475,-5.728698253631592
naval-propulsion-plant,8,0.00019444001372903585,0.0002866999151262007,-5.8301568031311035
naval-propulsion-plant,9,0.00023542346025351435,0.00036348097029035236,-5.7031989097595215
naval-propulsion-plant,10,0.00016167668218258768,0.00024355501570582678,-5.9622931480407715
naval-propulsion-plant,11,0.00021047372138127685,0.0003192655906294327,-5.821606159210205
naval-propulsion-plant,12,0.0002293362485943362,0.0003589759294418611,-5.787535667419434
naval-propulsion-plant,13,0.00020887076971121132,0.0003126028429808776,-5.8632731437683105
naval-propulsion-plant,14,0.00020791887072846293,0.00030863088223701527,-5.8231964111328125
naval-propulsion-plant,15,0.0002005236892728135,0.0003141541612232981,-5.7770185470581055
naval-propulsion-plant,16,0.00021579934400506318,0.00033478560592908245,-5.72271728515625
naval-propulsion-plant,17,0.00021969142835587263,0.00035832371170572687,-5.804440021514893
naval-propulsion-plant,18,0.00019490800332278013,0.00030213704379911376,-5.819448947906494
naval-propulsion-plant,19,0.0001925629039760679,0.00031252518804093224,-5.892507076263428
energy,0,0.208021342754364,0.369391078857205,0.7436375617980957
energy,1,0.23597559332847595,0.4930993065951595,0.8524183630943298
energy,2,0.20032763481140137,0.38189415841500685,0.6971111297607422
energy,3,0.2236374169588089,0.43470808267027033,0.6862348318099976
energy,4,0.2573016285896301,0.5167202732004901,0.8941140174865723
energy,5,0.19472721219062805,0.4038298669306284,0.7143232822418213
energy,6,0.20668795704841614,0.41597858675993377,0.7992235422134399
energy,7,0.2119203805923462,0.39836273239824654,0.7727406024932861
energy,8,0.22546961903572083,0.49438978404571,0.8624303340911865
energy,9,0.1906610131263733,0.430935071588414,0.7494252324104309
energy,10,0.187202587723732,0.3474032306407825,0.8040148019790649
energy,11,0.20396707952022552,0.4202034471984588,0.7588940858840942
energy,12,0.1932719647884369,0.4586307380745671,0.8077564835548401
energy,13,0.2119131237268448,0.4364778806395463,0.7514203786849976
energy,14,0.20156662166118622,0.3901782532927908,0.7027411460876465
energy,15,0.18674619495868683,0.3379051227436121,0.7277916073799133
energy,16,0.2503664195537567,0.5407887337648183,0.9090414643287659
energy,17,0.20213478803634644,0.4031700796604709,0.7320916056632996
energy,18,0.23239749670028687,0.5073671882650188,0.728180468082428
energy,19,0.2263415902853012,0.44144235311403474,0.8163886070251465
protein-tertiary-structure,0,1.6805121898651123,3.6780035292176514,2.293870210647583
protein-tertiary-structure,1,1.586005449295044,3.515018800818138,2.2705416679382324
protein-tertiary-structure,2,1.5975346565246582,3.5161487782565404,2.3019824028015137
protein-tertiary-structure,3,1.690431833267212,3.6955466972479902,2.2978267669677734
protein-tertiary-structure,4,1.6280370950698853,3.608163209095348,2.2748770713806152
