dataset,split,crps,rmse,nll
kin8nm,0,0.036300379782915115,0.06618402265990497,-1.3369660377502441
kin8nm,1,0.03712630644440651,0.06725911520982347,-1.301527976989746
kin8nm,2,0.03542441502213478,0.06390797292699894,-1.3525766134262085
kin8nm,3,0.03689686954021454,0.0664812954235361,-1.3110065460205078
kin8nm,4,0.03584770858287811,0.06525386130940256,-1.3525676727294922
kin8nm,5,0.03762148693203926,0.0683191794339113,-1.2886275053024292
kin8nm,6,0.03828364238142967,0.07040134419760997,-1.2883107662200928
kin8nm,7,0.035654425621032715,0.06356293597207831,-1.3490439653396606
kin8nm,8,0.03560628741979599,0.06486831581749787,-1.3579542636871338
kin8nm,9,0.03644676133990288,0.0662433189214934,-1.334228515625
kin8nm,10,0.03635034337639809,0.06605214133225246,-1.3324358463287354
kin8nm,11,0.036390334367752075,0.06700125416050687,-1.3388502597808838
kin8nm,12,0.03885478898882866,0.07015194708706014,-1.2600294351577759
kin8nm,13,0.03526303544640541,0.06394588393303838,-1.3596782684326172
kin8nm,14,0.03726145252585411,0.06788339091807574,-1.318042278289795
kin8nm,15,0.036043502390384674,0.06526056180944435,-1.3457399606704712
kin8nm,16,0.03544940799474716,0.06414818877112814,-1.3609325885772705
kin8nm,17,0.03661184757947922,0.06606323694997315,-1.3205971717834473
kin8nm,18,0.03635164722800255,0.06598314665740224,-1.3369133472442627
kin8nm,19,0.03600208833813667,0.06599006242560598,-1.3483574390411377
bostonHousing,0,1.3238540887832642,2.528965331039428,2.239631175994873
bostonHousing,1,1.5797843933105469,2.877991322613665,2.5042078495025635
bostonHousing,2,1.2799452543258667,2.5576827196346357,2.1454436779022217
bostonHousing,3,1.4647597074508667,2.5897015148477323,2.458834171295166
bostonHousing,4,1.4874259233474731,3.4182172063714855,2.2781574726104736
bostonHousing,5,1.4162399768829346,2.6968990355798588,2.296670913696289
bostonHousing,6,1.189340353012085,2.1211571446845445,2.1631171703338623
bostonHousing,7,1.5550082921981812,3.3800674824495864,2.4168548583984375
bostonHousing,8,1.7887113094329834,3.1295255317237687,2.714815139770508
bostonHousing,9,2.0120532512664795,4.981328625220035,2.441610336303711
bostonHousing,10,2.134593963623047,3.88016485748854,2.831308603286743
bostonHousing,11,1.2114812135696411,2.4831825129475766,2.1658787727355957
bostonHousing,12,1.2524901628494263,2.334003170687917,2.246913433074951
bostonHousing,13,1.7801029682159424,3.4872566931292015,2.520343065261841
bostonHousing,14,1.2337090969085693,2.3451813459734216,2.1405704021453857
bostonHousing,15,1.1586124897003174,2.1523591471984997,2.109849691390991
bostonHousing,16,1.8915464878082275,3.4043155041533457,2.734127998352051
bostonHousing,17,1.7094194889068604,3.2922269770822195,2.6564323902130127
bostonHousing,18,1.3737677335739136,2.5979882967408536,2.253164052963257
bostonHousing,19,2.149707794189453,5.001871521688899,2.6214170455932617
wine-quality-red,0,0.35327383875846863,0.656482632593968,0.7670379877090454
wine-quality-red,1,0.34759393334388733,0.6238601303728499,0.8356024026870728
wine-quality-red,2,0.38618817925453186,0.7233579373533369,0.9312915802001953
wine-quality-red,3,0.34159374237060547,0.6427155553534608,0.6448726058006287
wine-quality-red,4,0.30847373604774475,0.5838655842173145,0.5785089731216431
wine-quality-red,5,0.35526028275489807,0.6509108424668675,0.8926191329956055
wine-quality-red,6,0.37025323510169983,0.6970942310645052,0.860106885433197
wine-quality-red,7,0.3864135444164276,0.7041192760170537,1.0844000577926636
wine-quality-red,8,0.32293495535850525,0.5856745066118925,0.8058966994285583
wine-quality-red,9,0.3666398227214813,0.6606888061934902,1.0804203748703003
wine-quality-red,10,0.38010159134864807,0.6867520208186693,0.9447187781333923
wine-quality-red,11,0.3882339298725128,0.6856403124133019,0.9850404858589172
wine-quality-red,12,0.37967684864997864,0.686750458559231,1.0478745698928833
wine-quality-red,13,0.34232616424560547,0.634422091911299,0.875618577003479
wine-quality-red,14,0.3352521061897278,0.6255523148575642,0.8608011603355408
wine-quality-red,15,0.32042285799980164,0.577269668885023,0.8712210655212402
wine-quality-red,16,0.3298519551753998,0.6231762025356378,0.6236981749534607
wine-quality-red,17,0.34029754996299744,0.6185683002907257,0.8011018633842468
wine-quality-red,18,0.35034021735191345,0.6275239289041293,0.9238460659980774
wine-quality-red,19,0.3640975058078766,0.666666982074504,0.8960303664207458
power-plant,0,1.9945844411849976,3.8969668746922563,2.6706740856170654
power-plant,1,1.8798389434814453,3.485333776922959,2.619615316390991
power-plant,2,1.9086167812347412,3.7677424005949782,2.607546091079712
power-plant,3,2.015872001647949,4.043293078401154,2.65751576423645
power-plant,4,2.1132326126098633,3.997776844202903,2.7210259437561035
power-plant,5,1.8871148824691772,3.6423593736678153,2.6208109855651855
power-plant,6,2.0397942066192627,3.788431960664076,2.685690402984619
power-plant,7,1.9694231748580933,3.584385488240363,2.6576719284057617
power-plant,8,2.044123888015747,4.070424728164294,2.688822031021118
power-plant,9,1.9891777038574219,3.6922149256826966,2.6610989570617676
power-plant,10,1.9771946668624878,3.713893508115711,2.6304097175598145
power-plant,11,2.065789222717285,4.000598624258249,2.6919007301330566
power-plant,12,1.897592544555664,3.5412558523036157,2.61948823928833
power-plant,13,2.012213945388794,3.830132779242571,2.659299612045288
power-plant,14,1.9784234762191772,3.6739457155722484,2.6663103103637695
power-plant,15,1.9163291454315186,3.52120434012041,2.623647928237915
power-plant,16,1.888802170753479,3.624805708315229,2.613482713699341
power-plant,17,1.8780966997146606,3.5561367559922856,2.601081371307373
power-plant,18,1.9725127220153809,3.8680213106390853,2.633713960647583
power-plant,19,2.072418451309204,4.16210616714447,2.7113006114959717
concrete,0,2.5871167182922363,4.706504038809909,3.322248697280884
concrete,1,3.3331716060638428,6.2252381183475185,3.2050390243530273
concrete,2,2.5387609004974365,4.648290192650185,3.0490355491638184
concrete,3,3.0686159133911133,5.5911229960368,3.4573020935058594
concrete,4,3.675839424133301,6.869250858779278,3.4271392822265625
concrete,5,2.5431997776031494,4.867482380024465,2.89875864982605
concrete,6,3.07928466796875,5.901541957763924,3.3548285961151123
concrete,7,2.73923659324646,5.407960830501482,3.304494857788086
concrete,8,2.5792672634124756,4.776240897590531,3.0732457637786865
concrete,9,2.835538387298584,5.172250785889898,3.08213472366333
concrete,10,2.3293356895446777,4.454860201953066,2.818463087081909
concrete,11,2.7462074756622314,5.209033074739541,3.24853777885437
concrete,12,2.2083327770233154,4.43587259888074,2.8130385875701904
concrete,13,2.686995267868042,5.098319221735606,2.878889799118042
concrete,14,2.9546189308166504,5.606005833644874,3.1560680866241455
concrete,15,2.793792486190796,5.57977356044489,2.928370237350464
concrete,16,2.982748508453369,5.340681477756428,3.2462775707244873
concrete,17,2.653982162475586,5.2930056862756425,3.042586088180542
concrete,18,2.7378504276275635,5.565316676531804,2.9242799282073975
concrete,19,2.815314769744873,5.8609948932682085,2.9925458431243896
yacht,0,0.15431052446365356,0.4683508286002608,-0.5672725439071655
yacht,1,0.29576030373573303,0.8750602156491648,0.16173890233039856
yacht,2,0.17258213460445404,0.356112473695687,-0.016628680750727654
yacht,3,0.5594857335090637,1.5492086051420233,0.813350260257721
yacht,4,0.18353939056396484,0.41596873560898195,0.003698587417602539
yacht,5,0.2140239179134369,0.7076248290670405,-0.12398849427700043
yacht,6,0.11259500682353973,0.24412260370499422,-0.42084455490112305
yacht,7,0.2948096990585327,0.9576198713999076,0.07560703158378601
yacht,8,0.23357640206813812,0.606539560755852,0.05432713404297829
yacht,9,0.1505618691444397,0.341230075083321,-0.09403805434703827
yacht,10,0.3453294634819031,0.8472527805056496,0.18810541927814484
yacht,11,0.6200205683708191,2.186613611744574,0.3354296386241913
yacht,12,0.49205857515335083,1.5375493545674275,0.4276682734489441
yacht,13,0.4631018340587616,1.2878773645488333,0.3191909193992615
yacht,14,0.3804342746734619,1.2086338897135118,0.07189644873142242
yacht,15,0.28552135825157166,0.9696333457191242,-0.035032156854867935
yacht,16,0.1560445874929428,0.5618353731908048,-0.5715935826301575
yacht,17,0.28010302782058716,0.8444605413967575,0.09206442534923553
yacht,18,0.602764368057251,1.6062242350014768,0.450493186712265
