dataset,split,crps,rmse,nll
kin8nm,0,0.037295885384082794,0.06706236925005721,-1.3032901287078857
kin8nm,1,0.038432106375694275,0.06966015741731917,-1.2710713148117065
kin8nm,2,0.03530937805771828,0.06404074322695125,-1.3601348400115967
kin8nm,3,0.03554787114262581,0.06433494527152386,-1.3452695608139038
kin8nm,4,0.03650316596031189,0.06600734867606169,-1.3358747959136963
kin8nm,5,0.03681526333093643,0.06723729952219215,-1.3194794654846191
kin8nm,6,0.03743346780538559,0.0684786641309241,-1.304977297782898
kin8nm,7,0.035464394837617874,0.06421950294002184,-1.3635238409042358
kin8nm,8,0.03542495146393776,0.06436240429473832,-1.3674516677856445
kin8nm,9,0.03596438840031624,0.0660653268625205,-1.355399489402771
kin8nm,10,0.03517691791057587,0.06427047598913095,-1.3780666589736938
kin8nm,11,0.03595101088285446,0.0650846579250429,-1.3404539823532104
kin8nm,12,0.038174670189619064,0.06923525511742468,-1.2843773365020752
kin8nm,13,0.03429269790649414,0.06224159002394377,-1.392286777496338
kin8nm,14,0.036782391369342804,0.06689829363301283,-1.3245631456375122
kin8nm,15,0.036210399121046066,0.0652617641160437,-1.3371281623840332
kin8nm,16,0.03531147912144661,0.06446823390965843,-1.3632160425186157
kin8nm,17,0.03548724576830864,0.06430657661220461,-1.3525327444076538
kin8nm,18,0.03683163598179817,0.06730655833614803,-1.3208322525024414
kin8nm,19,0.03535674884915352,0.06446368318835362,-1.3671000003814697
bostonHousing,0,1.26565420627594,2.379012983962582,2.2098422050476074
bostonHousing,1,1.4031716585159302,2.566881759928163,2.3932323455810547
bostonHousing,2,1.2951353788375854,2.453163584023048,2.2035491466522217
bostonHousing,3,1.4966973066329956,2.7739760184980677,2.3787055015563965
bostonHousing,4,1.6025246381759644,3.486440687739922,2.3900222778320312
bostonHousing,5,1.3628146648406982,2.4953618894501193,2.317274808883667
bostonHousing,6,1.185750126838684,2.1036541254746384,2.207462787628174
bostonHousing,7,1.43718421459198,2.9590781621894156,2.392693281173706
bostonHousing,8,1.697816252708435,2.856756126252357,2.814476251602173
bostonHousing,9,2.0005388259887695,4.858074050885466,2.4791929721832275
bostonHousing,10,1.9565601348876953,3.659948450986625,2.7449429035186768
bostonHousing,11,1.0542429685592651,1.9172475667060853,2.0775609016418457
bostonHousing,12,1.275689721107483,2.3058890621103725,2.244800090789795
bostonHousing,13,1.8194634914398193,3.844319123104073,2.4644076824188232
bostonHousing,14,1.168759822845459,2.068439255163425,2.1312923431396484
bostonHousing,15,1.3931156396865845,2.875058878420114,2.2574949264526367
bostonHousing,16,1.7761317491531372,3.2687336850169446,2.6321232318878174
bostonHousing,17,1.6107501983642578,3.200131538787047,2.6059720516204834
bostonHousing,18,1.4703007936477661,2.8147793328640356,2.377775192260742
bostonHousing,19,2.117058515548706,4.825729615384681,2.5780131816864014
wine-quality-red,0,0.3455793559551239,0.6378686970050433,0.8482541441917419
wine-quality-red,1,0.33701521158218384,0.6042905850320448,0.8713245391845703
wine-quality-red,2,0.3919306993484497,0.7260801703716439,1.081575632095337
wine-quality-red,3,0.34970349073410034,0.6571627808410103,0.8440098166465759
wine-quality-red,4,0.31985077261924744,0.5917003540290081,0.7559091448783875
wine-quality-red,5,0.36484619975090027,0.6656182633538138,0.9350551962852478
