dataset,split,rmse,nll
power-plant,17,3.816100903600723,2.6513201996212694
power-plant,18,4.061400052434138,2.6680843408648602
power-plant,19,4.273154759462909,2.679177524305242
concrete,0,5.932362482161475,2.964572945206757
concrete,1,6.6924101120137145,3.3147032377900483
concrete,2,5.57045476719661,3.1534044860385344
concrete,3,6.676674605658815,3.269719801011621
concrete,4,6.450374302496165,3.351344624963504
concrete,5,6.101522836101782,3.0115605664677774
concrete,6,6.725819847604557,3.3788364499012973
concrete,7,5.825722408880435,3.163143365210119
concrete,8,5.9915626822995485,3.093946186734042
concrete,9,6.040639066547078,3.2295971311111504
concrete,10,5.805617662817285,2.971614313106946
concrete,11,6.2538889510150275,3.078401584936459
concrete,12,5.662934981795707,2.9152097508116745
concrete,13,5.986067822821631,3.0405763544420523
concrete,14,6.407894130691347,3.388076444936839
concrete,15,6.341212442830973,3.1440021412857426
concrete,16,6.990838395087878,3.3289987425771668
concrete,17,7.252405743451448,3.1533912590572033
concrete,18,7.022449257038587,3.1278627629608247
concrete,19,6.973289141273204,3.1016911147384048
yacht,0,1.4769470834642902,0.8959719989478975
yacht,1,2.663381175561117,1.0698853574215677
yacht,2,0.7116586085150594,0.5189579262544838
yacht,3,2.1258404996077083,1.0884100721496066
yacht,4,2.023209275131788,0.9039897465999489
yacht,5,1.7749974425760844,0.6164775866014196
yacht,6,0.6384301279311264,0.44779107617831265
yacht,7,1.7630994536725901,0.3081616942536876
yacht,8,0.48037961080275976,0.3687567611331121
yacht,9,0.5179932047340654,0.007931336265610213
yacht,10,2.237769609625942,1.2385761365201033
yacht,11,1.6650496243794999,0.9456695267290472
yacht,12,1.4566436696527774,0.6920417671993722
yacht,13,1.1936122914908125,0.6315569539731749
yacht,14,2.0740140345853617,1.126992053331457
yacht,15,2.126967156629557,1.173901063858875
yacht,16,1.7292483811908874,0.8301843235855658
yacht,17,1.1797831287399858,0.2914965986569338
yacht,18,1.836789321867415,0.7113853426968403
yacht,19,3.952857425302701,1.8611527564482422
naval-propulsion-plant,0,0.0007735710779033538,-6.416358671698977
naval-propulsion-plant,1,0.0004912680139769381,-6.518740045250233
naval-propulsion-plant,2,0.0005440368998039887,-6.476227670490296
naval-propulsion-plant,3,0.0004958255845117439,-6.648002459988227
naval-propulsion-plant,4,0.00032233202711505726,-6.615181071154596
naval-propulsion-plant,5,0.0003863905699716215,-6.5773645067116675
naval-propulsion-plant,6,0.0004103172501006605,-6.664267668986967
naval-propulsion-plant,7,0.0007690157825466519,-6.475482204193016
naval-propulsion-plant,8,0.00029646626621054195,-6.655347367322751
naval-propulsion-plant,9,0.0009881986995614884,-6.0824927456160225
naval-propulsion-plant,10,0.0005395099255258183,-6.505144458471137
naval-propulsion-plant,11,0.00035034700126433893,-6.57787329354506
naval-propulsion-plant,12,0.0003220781989338363,-6.7137316563347005
naval-propulsion-plant,13,0.00034041872341497315,-6.763931132159922
naval-propulsion-plant,14,0.0003387399842683889,-6.647663308831566
naval-propulsion-plant,15,0.00042451869335462765,-6.425994181820369
naval-propulsion-plant,16,0.0006002144298681714,-6.558819006917172
naval-propulsion-plant,17,0.0006569861638503681,-6.488269609071653
naval-propulsion-plant,18,0.0003353905561357441,-6.659297949145615
naval-propulsion-plant,19,0.000451134763600039,-6.520652563972583
energy,0,1.5016878306150423,0.7867294345798427
energy,1,2.657783576664571,1.280271012751917
energy,2,2.330746489883967,0.9129935539064796
energy,3,2.493389273183055,1.3910018377529714
energy,4,1.8180844719596434,1.5853409684123514
